
# Original

### 1) Tf-idf Vectorizer
   NAME                   ,     PRECISION       ,    RECALL           ,     F1 SCORE        ,   ACCURACY
['MLPClassifier', 0.5704162976085031, 0.3684210526315789, 0.44768856447688565, 0.8125073746312684]
## Word2Vec

#### a. xmlOriginalSen
['BernoulliNB', 0.30478395061728397, 0.45194508009153317, 0.3640552995391705, 0.6743362831858407]
['RandomForestClassifier', 0.5528846153846154, 0.06578947368421052, 0.11758691206543967, 0.7963421828908555]
['BaggingClassifier', 0.5737051792828686, 0.08237986270022883, 0.14407203601800903, 0.7981120943952802]
['ExtraTreesClassifier', 0.42475728155339804, 0.10011441647597254, 0.16203703703703703, 0.7864306784660767]
['DecisionTreeClassifier', 0.27596588058203714, 0.3146453089244851, 0.29403902699812884, 0.6883775811209439]
['CalibratedClassifierCV', 0.5681818181818182, 0.04290617848970252, 0.0797872340425532, 0.7958702064896755]
['SGDClassifier', 0.4696969696969697, 0.017734553775743706, 0.034178610804851156, 0.7932743362831859]
['KNeighborsClassifier', 0.3068683049779458, 0.27860411899313503, 0.29205397301349323, 0.7214159292035398]
['MLPClassifier', 0.4178610804851158, 0.21681922196796338, 0.2854990583804143, 0.776165191740413]
#### b. xmlReplaceBR
['BernoulliNB', 0.32507149666348906, 0.3901601830663616, 0.35465418616744676, 0.7071386430678466]
['RandomForestClassifier', 0.5639810426540285, 0.06807780320366133, 0.12149055640632977, 0.7969321533923304]
['BaggingClassifier', 0.5387453874538746, 0.08352402745995423, 0.14462605250123822, 0.7962241887905604]
['ExtraTreesClassifier', 0.40226628895184136, 0.08123569794050343, 0.13517372679676345, 0.7856047197640118]
['DecisionTreeClassifier', 0.2658998646820027, 0.2248283752860412, 0.24364538127712335, 0.712094395280236]
['CalibratedClassifierCV', 0.5214285714285715, 0.041762013729977114, 0.07733050847457626, 0.7944542772861357]
['SGDClassifier', 0.25425815719269446, 0.7088100686498856, 0.3742637063887631, 0.5111504424778761]
['KNeighborsClassifier', 0.28315946348733234, 0.32608695652173914, 0.3031108747673491, 0.6907374631268437]
['MLPClassifier', 0.45454545454545453, 0.16590389016018306, 0.24308466051969824, 0.7869026548672566]
#### c. csv_Fin_bigramToken
['BernoulliNB', 0.3098712446351931, 0.20652173913043478, 0.24785444558874012, 0.7414749262536873]
['RandomForestClassifier', 0.7159090909090909, 0.036041189931350116, 0.06862745098039216, 0.7982300884955752]
['BaggingClassifier', 0.696, 0.04977116704805492, 0.09289909236518953, 0.79952802359882]
['ExtraTreesClassifier', 0.39591836734693875, 0.055491990846681924, 0.09734069242348217, 0.7877286135693216]
['DecisionTreeClassifier', 0.2856071964017991, 0.21796338672768878, 0.2472420506164828, 0.7262536873156342]
['CalibratedClassifierCV', 0.5705128205128205, 0.05091533180778032, 0.0934873949579832, 0.7963421828908555]
['SGDClassifier', 0.43278688524590164, 0.15102974828375287, 0.22391857506361323, 0.784070796460177]
['KNeighborsClassifier', 0.313469387755102, 0.21967963386727687, 0.25832492431886983, 0.7398230088495575]
['MLPClassifier', 0.44334433443344334, 0.2305491990846682, 0.3033496424538954, 0.7815929203539823]
### Middle Sentences taken

### 1. Tf-idf Vectorizer
['BernoulliNB', 0.5615763546798029, 0.06521739130434782, 0.11686314710404921, 0.7966961651917404]
['RandomForestClassifier', 0.7344028520499108, 0.23569794050343248, 0.35686444348202684, 0.8247787610619469]
['BaggingClassifier', 0.6033676333021516, 0.36899313501144165, 0.4579339723109691, 0.8198230088495575]
['ExtraTreesClassifier', 0.7167630057803468, 0.2128146453089245, 0.32818703131892374, 0.8202949852507375]
['DecisionTreeClassifier', 0.44527363184079605, 0.4096109839816934, 0.4266984505363528, 0.7729793510324484]
['CalibratedClassifierCV', 0.6251287332646756, 0.34725400457665906, 0.4464876792938581, 0.8224188790560472]
['SGDClassifier', 0.6464646464646465, 0.2929061784897025, 0.4031496062992126, 0.8211209439528023]
['MLPClassifier', 0.5422696115765423, 0.4073226544622426, 0.46520744854622675, 0.8068436578171091]
## Word2Vec

#### a. xmlOriginalSen
['BernoulliNB', 0.34388956557044253, 0.4845537757437071, 0.402279743528853, 0.7030088495575221]
['RandomForestClassifier', 0.6919431279620853, 0.08352402745995423, 0.149055640632976, 0.8033038348082596]
['BaggingClassifier', 0.621875, 0.11384439359267734, 0.1924564796905222, 0.8029498525073746]
['ExtraTreesClassifier', 0.5335365853658537, 0.10011441647597254, 0.16859344894026976, 0.7963421828908555]
['DecisionTreeClassifier', 0.30344418052256533, 0.2923340961098398, 0.2977855477855478, 0.7156342182890856]
['CalibratedClassifierCV', 0.515625, 0.09439359267734554, 0.15957446808510636, 0.7949262536873156]
['SGDClassifier', 0.34365443425076453, 0.5143020594965675, 0.41200733272227313, 0.6972271386430678]
['KNeighborsClassifier', 0.38920225624496374, 0.27631578947368424, 0.32318501170960184, 0.7612979351032448]
['MLPClassifier', 0.43669250645994834, 0.38672768878718533, 0.41019417475728154, 0.7706194690265487]
#### b. xmlReplaceBR
['BernoulliNB', 0.37328094302554027, 0.43478260869565216, 0.40169133192389, 0.7328613569321534]
['RandomForestClassifier', 0.7, 0.09610983981693363, 0.16901408450704225, 0.8050737463126844]
['BaggingClassifier', 0.6010498687664042, 0.13100686498855835, 0.21512447158290277, 0.8028318584070796]
['ExtraTreesClassifier', 0.5805369127516778, 0.09897025171624714, 0.16911045943304007, 0.799410029498525]
['DecisionTreeClassifier', 0.3054054054054054, 0.2585812356979405, 0.28004956629491945, 0.7257817109144543]
['CalibratedClassifierCV', 0.5373134328358209, 0.10297482837528604, 0.1728276524243879, 0.7966961651917404]
['SGDClassifier', 0.3288690476190476, 0.505720823798627, 0.39855725879170417, 0.6851917404129794]
['KNeighborsClassifier', 0.3790983606557377, 0.31750572082379863, 0.3455790784557908, 0.751976401179941]
['MLPClassifier', 0.4395678595543552, 0.37242562929061784, 0.4032208113967172, 0.7726253687315634]
#### c. csv_Fin_bigramToken
['BernoulliNB', 0.38301886792452833, 0.2322654462242563, 0.2891737891737892, 0.7644837758112094]
['RandomForestClassifier', 0.6722689075630253, 0.04576659038901602, 0.0856989823245849, 0.7985840707964602]
['BaggingClassifier', 0.6381909547738693, 0.07265446224256293, 0.130457113507961, 0.8002359882005899]
['ExtraTreesClassifier', 0.42911877394636017, 0.06407322654462243, 0.11149825783972125, 0.7893805309734513]
['DecisionTreeClassifier', 0.2965222696766321, 0.2780320366132723, 0.28697962798937116, 0.7150442477876107]
['CalibratedClassifierCV', 0.49635036496350365, 0.07780320366132723, 0.13452027695351138, 0.7935103244837758]
['SGDClassifier', 0.3910482921083628, 0.37986270022883295, 0.38537434706906554, 0.7500884955752213]
['KNeighborsClassifier', 0.3971731448763251, 0.32151029748283755, 0.3553588365475815, 0.7594100294985251]
['MLPClassifier', 0.4674698795180723, 0.3329519450800915, 0.3889074507183428, 0.784188790560472]
